7720,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7721,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7722,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7723,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7724,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7725,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7726,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7727,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7728,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
7729,0,0.0,"[1.3, 0.0]","[1.4259496, 0.84281576]"
